churned,tx_count_obs_avg_per_year,tx_count_label,tx_count_1997,avg_balance_label,avg_balance_obs,balance_ratio
0,50.6,64.0,60.0,31803.328125,26179.768333333333,1.2148055597767258
0,48.6,59.0,62.0,14989.930508474577,15569.996774193549,0.9627446123379807
0,49.4,54.0,63.0,36994.07407407407,30203.596825396828,1.224823463507745
0,55.4,59.0,66.0,24063.754237288136,23721.554545454546,1.0144256857693654
0,68.2,84.0,87.0,20053.005952380954,16803.955172413793,1.193350359878427
0,83.6,93.0,107.0,29853.525806451613,21400.205607476637,1.3950111673703556
0,54.8,69.0,68.0,23776.181159420288,24028.011764705883,0.9895192907448338
0,63.8,80.0,82.0,20536.84625,24248.560975609755,0.8469305156152087
0,76.0,90.0,98.0,49574.03777777778,33518.260204081635,1.4790158401998734
1,59.0,63.0,78.0,26230.83015873016,39942.511538461535,0.6567145917570033
0,89.2,113.0,130.0,88258.01150442478,74898.57692307692,1.178367001486135
0,57.4,70.0,74.0,65358.577142857146,62818.25675675676,1.0404392053720457
0,77.2,80.0,100.0,16755.10875,16556.201,1.0120140936921458
0,59.6,72.0,75.0,81050.63194444444,59205.02266666667,1.368982364904611
0,58.2,60.0,83.0,57355.93833333333,77669.9530120482,0.7384572297145108
0,53.8,69.0,70.0,20041.721739130437,23322.40142857143,0.8593335382083789
0,66.6,82.0,81.0,29931.596341463413,26646.914814814816,1.1232668603279514
0,60.8,66.0,67.0,45177.48484848485,30063.123880597017,1.5027541724512123
1,76.2,53.0,92.0,35549.903773584905,61209.61086956522,0.5807895732149002
0,46.4,54.0,62.0,21410.275925925926,20311.27741935484,1.0541077985338252
0,76.2,96.0,102.0,79201.60625,76833.85784313726,1.030816471713508
0,57.0,67.0,73.0,20670.441791044777,19563.2698630137,1.056594420860303
0,57.0,73.0,72.0,33066.661643835614,31599.962499999998,1.046414584948815
0,46.6,49.0,54.0,26933.669387755104,24238.10740740741,1.1112117351012276
0,67.4,50.0,62.0,49345.15,24932.09677419355,1.9791817129105507
0,48.0,60.0,61.0,20527.795,20974.71475409836,0.9786924513950286
0,66.2,75.0,82.0,48110.76666666667,40721.546341463414,1.1814572625322781
0,65.8,85.0,83.0,73984.94,66482.22409638554,1.1128529619095935
0,68.8,84.0,87.0,90445.75357142856,86140.88045977011,1.0499747981293148
0,59.0,70.0,74.0,29817.052857142855,38100.186486486484,0.7825959819834079
0,60.4,75.0,76.0,58633.73466666666,43382.119736842105,1.3515645390852624
0,69.8,92.0,91.0,102629.33152173914,92332.0032967033,1.111525016867077
0,69.8,86.0,81.0,78343.99418604652,62828.06172839506,1.2469586364883678
0,58.4,65.0,78.0,17799.496923076924,23351.0641025641,0.7622563513549869
0,67.4,85.0,84.0,16210.278823529412,15301.491666666667,1.0593920629870668
1,62.4,59.0,72.0,31699.12372881356,57660.48611111111,0.549754708410361
1,58.8,59.0,75.0,2078.6423728813556,18505.424,0.11232611438037603
0,48.6,58.0,63.0,21337.15689655172,19738.06349206349,1.0810157189498966
0,57.4,73.0,71.0,24393.260273972603,21199.761971830987,1.150638403694577
0,58.8,74.0,74.0,16416.577027027026,21958.624324324323,0.7476140938775395
0,49.0,61.0,57.0,48977.93278688524,33405.95614035088,1.4661437194346625
0,43.6,56.0,57.0,35348.55357142857,31189.663157894738,1.1333419470572619
0,45.4,53.0,55.0,55586.97169811321,52138.40545454545,1.0661425337714678
1,64.0,86.0,94.0,32357.631395348835,50732.24574468085,0.6378119265248858
0,54.8,72.0,72.0,26523.9875,23145.727777777778,1.1459560811678469
1,73.6,84.0,114.0,37587.563095238096,56193.16403508772,0.668899211152587
0,71.4,86.0,86.0,17095.583720930234,17720.344186046514,0.9647433222201048
0,51.6,67.0,64.0,54775.99253731343,45049.1328125,1.2159166917884483
1,16.6,23.0,24.0,-4878.643478260869,3773.495833333333,-1.2928710388826108
0,57.2,74.0,74.0,42971.017567567564,37740.64324324324,1.1385873126383643
0,54.6,83.0,63.0,75279.39277108433,48515.59523809524,1.5516534920708078
0,49.8,60.0,60.0,43299.166666666664,37853.34166666667,1.1438664265880532
0,47.6,60.0,60.0,16956.625,18484.103333333333,0.9173625949937884
0,58.6,74.0,73.0,56308.022972972976,44346.16438356164,1.2697382909139576
0,47.0,57.0,63.0,21838.51052631579,20574.20476190476,1.061451014950139
0,71.4,82.0,77.0,18516.780487804877,17135.962337662335,1.0805801345108996
0,65.6,88.0,86.0,46851.847727272725,41434.96395348837,1.1307321946717492
0,71.0,87.0,103.0,63616.58620689655,73300.55533980583,0.8678868244856203
1,49.4,59.0,60.0,13306.07966101695,25210.40166666667,0.5278011765520706
0,68.0,84.0,85.0,57224.534523809525,51572.66705882353,1.1095903661243562
0,56.0,76.0,73.0,22872.85657894737,20865.520547945205,1.0962034964040157
0,65.2,66.0,81.0,55167.546969696974,73487.17037037037,0.7507099088406353
0,47.6,62.0,57.0,19427.843548387096,17363.65964912281,1.1188795415814643
0,59.4,68.0,69.0,40264.33823529412,30364.476811594202,1.326034315859505
0,53.8,65.0,67.0,19484.346153846152,19197.70298507463,1.0149311180089813
0,80.6,96.0,105.0,23292.32083333333,21185.93238095238,1.0994239202932008
0,48.8,75.0,84.0,24074.778666666665,28355.754761904762,0.849026198343714
0,60.2,66.0,68.0,31030.736363636366,27259.257352941175,1.1383558972962358
0,58.2,96.0,102.0,50844.046875,55924.79117647059,0.9091504108537783
0,48.6,57.0,58.0,20668.41929824561,25219.360344827586,0.8195457384978696
1,72.0,85.0,92.0,21388.65294117647,33440.580434782605,0.6396017253016774
0,54.4,67.0,71.0,91471.33880597015,82970.78873239437,1.1024523233230024
0,50.4,65.0,66.0,50791.581538461534,39743.22272727273,1.2779935307965642
1,67.8,81.0,88.0,33958.049382716046,58613.63522727273,0.579354091433583
0,74.8,96.0,97.0,36735.271875,48507.51649484536,0.7573109185852396
0,65.8,84.0,83.0,86637.15833333333,69182.15060240965,1.252305075498993
0,74.6,94.0,96.0,38570.08191489362,41454.3625,0.9304227489903775
0,71.6,90.0,93.0,51420.65333333333,54705.66451612903,0.9399511693742945
0,58.8,74.0,77.0,36036.36891891892,19122.08961038961,1.8845413682895447
1,48.6,53.0,63.0,24685.66037735849,37913.892063492065,0.6510980285542548
0,65.0,82.0,84.0,35587.641463414635,28845.85476190476,1.2337176955634335
0,86.4,104.0,112.0,59105.09326923077,41031.60178571429,1.4404773564021334
0,50.8,60.0,67.0,41205.59166666667,38090.54925373134,1.081779928984095
0,51.4,78.0,57.0,56739.4217948718,28458.01403508772,1.9937941461731696
0,56.6,83.0,52.0,76156.57590361446,43921.43076923077,1.7339274830037201
0,46.8,57.0,54.0,20446.736842105263,14721.674074074075,1.3888866673195432
0,10.4,22.0,14.0,59325.98636363636,61287.08571428571,0.9680014259481712
1,10.0,18.0,12.0,9812.283333333333,21050.25,0.4661361899898259
0,52.6,64.0,70.0,20240.2671875,21543.342857142856,0.9395137663507588
0,52.4,67.0,67.0,22352.411940298505,19070.91343283582,1.1720682398889548
0,64.2,79.0,77.0,33039.40379746835,34674.94675324675,0.9528321422548325
1,66.6,75.0,86.0,42911.926666666666,62586.69534883721,0.6856397582184202
0,59.2,70.0,62.0,24635.68857142857,19047.18387096774,1.2934032000908537
1,49.6,60.0,63.0,18686.738333333335,27120.722222222223,0.6890206750475754
0,48.2,59.0,61.0,8162.705084745762,6357.7803278688525,1.2838922806069843
0,57.0,73.0,73.0,22827.76301369863,19045.120547945207,1.198614781997877
0,52.8,60.0,62.0,86198.56666666667,82472.19032258065,1.0451834288565724
0,54.4,61.0,65.0,20600.798360655735,18050.296923076923,1.1412996943179394
0,57.0,72.0,69.0,17900.466666666667,17252.284057971017,1.0375708286808651
0,8.2,0.0,2.0,,10850.0,
0,58.4,72.0,74.0,65502.708333333336,39175.69594594595,1.672024114739736
0,61.0,73.0,79.0,17980.601369863012,19115.96075949367,0.9406067315205803
0,51.6,63.0,70.0,38825.52857142857,38882.28,0.9985404295074407
1,66.2,76.0,84.0,26053.101315789474,44885.84285714285,0.580430257235184
0,67.6,84.0,85.0,57350.32023809524,52622.11294117646,1.0898520989114253
0,55.0,60.0,65.0,53407.175,49548.56923076923,1.0778752208012217
0,46.0,57.0,58.0,19997.336842105262,15692.956896551725,1.2742873745163574
0,61.0,66.0,74.0,52137.471212121214,58753.0081081081,0.8874008819460952
0,45.4,55.0,59.0,19502.432727272728,17930.022033898305,1.0876970865067337
0,65.0,80.0,79.0,26576.734999999997,23193.421518987343,1.1458738409183353
0,58.8,72.0,75.0,82455.80694444444,57629.02533333334,1.430803427049303
0,53.0,63.0,66.0,17281.32222222222,17164.67121212121,1.006795994438777
0,54.8,66.0,69.0,73962.14696969697,66437.75072463768,1.1132548312215658
0,56.0,70.0,72.0,66581.92857142857,45759.8875,1.4550282399935657
0,62.0,83.0,74.0,40297.41807228916,29144.468918918923,1.3826780712456346
0,93.6,116.0,86.0,58392.91637931034,23772.858139534885,2.4562850641085263
0,53.2,65.0,67.0,41630.623076923075,38984.2776119403,1.0678823778992441
0,56.8,73.0,74.0,22458.745205479452,28538.218918918923,0.7869708081393549
0,58.0,81.0,76.0,95382.88271604938,75935.43947368422,1.2561049672874385
1,61.4,45.0,61.0,29370.440000000002,44042.45245901639,0.6668665880341382
0,45.0,56.0,56.0,31224.44107142857,23630.925,1.3213380801398409
0,47.4,59.0,61.0,21919.18305084746,24747.834426229507,0.8857010546189834
0,50.8,60.0,59.0,29453.16,18455.533898305086,1.5958985614989394
0,85.6,105.0,110.0,29223.299047619046,18012.29181818182,1.622408705266517
0,76.2,95.0,96.0,40519.85263157895,38758.612499999996,1.0454412585481214
1,63.4,46.0,82.0,30405.83043478261,66364.86829268294,0.4581615426506468
0,53.2,69.0,63.0,60276.59420289855,51977.89047619048,1.1596583403189373
0,48.0,63.0,63.0,53698.00158730159,44938.48412698413,1.1949224062735495
0,28.8,52.0,43.0,24713.436538461538,24445.760465116276,1.0109497953122477
0,81.2,99.0,98.0,45059.39595959596,38858.28571428572,1.159582702410119
0,86.6,103.0,110.0,40424.1854368932,48618.943636363634,0.8314492749829859
0,62.2,95.0,81.0,46597.19368421053,43049.3975308642,1.0824122138016623
0,62.4,67.0,78.0,15092.720895522389,19753.947435897433,0.7640356918281289
0,53.0,75.0,62.0,84760.08666666667,77789.84516129033,1.0896034886163375
0,58.0,76.0,72.0,61715.6197368421,50753.93611111111,1.2159770150975788
0,83.2,107.0,109.0,59693.515887850466,41670.22752293578,1.4325219571934054
0,55.4,77.0,72.0,94861.5,78513.6875,1.208216083342156
0,49.4,62.0,61.0,39743.54838709677,39997.700000000004,0.9936458443134673
0,56.6,73.0,71.0,48746.85068493151,45830.63943661972,1.063630167158036
0,49.0,57.0,66.0,15476.868421052632,15576.404545454545,0.993609813862278
0,93.8,80.0,98.0,52636.313749999994,64546.6693877551,0.8154768363615277
0,48.6,67.0,64.0,22414.143283582092,27045.2640625,0.8287640760979201
0,47.4,57.0,58.0,26577.059649122806,22109.681034482757,1.2020553172012127
1,49.2,58.0,61.0,10286.655172413793,17995.075409836067,0.5716372361958056
0,66.6,83.0,88.0,52072.707228915664,47854.30227272727,1.0881510074506406
0,58.4,74.0,77.0,32802.28648648649,33027.94545454545,0.9931676353175064
0,56.0,61.0,67.0,43447.79016393443,26076.014925373136,1.6661974725922468
1,49.2,26.0,56.0,-27796.757692307692,34350.044642857145,-0.8092204240581049
0,51.2,62.0,59.0,19890.372580645162,16627.305084745763,1.1962475265395236
0,53.4,68.0,69.0,47477.375,47086.93913043478,1.008291808233355
0,49.4,61.0,63.0,46177.636065573766,36275.009523809524,1.272987565592906
0,65.4,81.0,87.0,44299.014814814815,27114.296551724135,1.6337880914708054
0,72.8,95.0,99.0,54589.228421052634,36852.052525252526,1.481307679772948
0,50.6,70.0,68.0,25563.715714285714,25593.801470588234,0.9988244905182572
0,64.8,74.0,79.0,30533.304054054053,40494.68101265823,0.7540077681933005
0,51.0,69.0,53.0,46100.86956521739,26858.924528301886,1.7164078746578186
0,63.2,75.0,81.0,62048.26266666667,62158.50864197531,0.9982263735453557
0,46.2,60.0,62.0,21312.31,19568.548387096773,1.0891104224191224
0,80.2,103.0,106.0,71204.86019417475,54636.07924528302,1.3032571366350778
0,56.2,73.0,75.0,19113.51095890411,17390.369333333332,1.099085970662389
0,56.4,64.0,57.0,31768.560937500002,17665.026315789473,1.7983874107849143
0,60.0,72.0,72.0,22985.970833333333,20055.806944444445,1.146100523255214
0,57.2,71.0,75.0,64963.799999999996,53286.24133333333,1.2191477269642161
0,63.0,74.0,80.0,58875.982432432436,60803.89125,0.9682930026691743
0,46.2,59.0,60.0,22845.94406779661,19680.645,1.1608330960594335
0,79.0,86.0,91.0,56281.922093023255,51433.41978021978,1.0942675469280794
0,40.8,44.0,45.0,38760.11818181818,32661.033333333333,1.1867388819648954
0,75.4,98.0,99.0,93298.8387755102,80507.45454545454,1.1588844697956961
0,51.2,60.0,62.0,28299.596666666668,36167.46129032258,0.7824601356313297
0,56.2,63.0,63.0,34978.260317460314,27540.855555555554,1.2700498808725091
0,63.6,89.0,69.0,64317.53370786517,63092.56666666666,1.0194153940141684
0,55.0,66.0,73.0,21569.87424242424,23448.34383561644,0.9198890289923618
1,65.4,62.0,93.0,18240.914516129033,46381.468817204295,0.3932802255146116
0,53.2,67.0,67.0,51266.12835820896,49462.253731343284,1.0364697216722778
0,65.0,82.0,85.0,40424.10731707317,42168.09294117647,0.958642056055603
0,76.6,85.0,86.0,89401.16823529411,79926.53488372093,1.118541775461142
0,74.6,86.0,98.0,29972.47441860465,31079.352040816328,0.9643854343952208
0,49.2,63.0,63.0,84399.66031746031,63735.80158730159,1.3242111688491838
0,64.4,101.0,87.0,49799.792079207924,22222.09310344828,2.2410036645684075
0,57.8,72.0,75.0,59071.737499999996,42692.14666666667,1.3836675386979838
0,49.0,64.0,67.0,87697.35,86391.78358208956,1.0151121595570474
0,64.6,79.0,84.0,32684.32151898734,27267.283333333333,1.1986643890934254
0,74.8,85.0,100.0,28077.24705882353,29143.542,0.96341230790765
0,50.0,61.0,65.0,48217.586885245895,38834.42615384616,1.2416196571111282
0,66.8,87.0,86.0,70958.75977011494,68488.72093023256,1.0360648995386923
0,46.4,60.0,62.0,29448.385000000002,23168.298387096773,1.2710637832772747
0,55.8,94.0,94.0,41056.674468085104,34523.221276595745,1.1892480756399917
0,48.8,59.0,66.0,86187.51694915254,71564.50454545455,1.204333314351532
0,48.2,56.0,62.0,51629.03928571429,38299.3,1.348041329364095
1,72.4,88.0,96.0,16206.792045454546,26664.80520833333,0.6077971287931843
0,51.2,71.0,85.0,66949.43943661972,79055.10117647059,0.8468705806494634
0,72.6,105.0,81.0,83657.65523809525,56993.62222222223,1.4678424001883585
0,54.4,69.0,74.0,18130.869565217392,19054.777027027027,0.9515130793449235
0,51.4,59.0,65.0,26500.594915254234,32414.87076923077,0.8175443642493077
0,53.6,65.0,67.0,39359.73846153846,43361.05373134329,0.9077209863349677
0,52.8,67.0,66.0,65441.54179104477,41946.80757575757,1.5601078025509998
0,51.0,71.0,78.0,46203.89295774648,47199.6217948718,0.9789038810214894
1,56.8,67.0,73.0,15981.065671641789,23469.427397260275,0.6809312132390308
0,89.8,123.0,112.0,54210.665040650405,35889.950892857145,1.5104691896204145
0,58.6,71.0,73.0,18197.388732394367,21614.0301369863,0.8419248338723597
0,58.6,73.0,71.0,42756.84246575343,45010.95492957746,0.9499208033388596
0,73.8,93.0,98.0,41006.56989247312,47721.35918367347,0.8592917426061571
0,46.2,61.0,60.0,46876.45081967213,43761.221666666665,1.0711869786619408
0,52.6,70.0,65.0,45685.34857142857,51760.619999999995,0.8826275375261845
0,81.0,97.0,107.0,17210.94845360825,14954.321495327102,1.150901327016829
0,67.2,84.0,93.0,85445.15357142857,72156.74516129032,1.1841603079578351
0,51.0,62.0,61.0,18246.708064516126,14726.052459016393,1.2390766714500003
0,28.2,49.0,46.0,78975.31428571428,59535.09130434783,1.3265338568473268
0,62.2,88.0,102.0,43268.211363636365,50366.0568627451,0.8590748225843566
0,48.4,60.0,63.0,37204.845,30590.350793650796,1.2162281253643579
0,61.6,80.0,80.0,84618.51125000001,64626.791249999995,1.3093410583029683
0,44.2,62.0,59.0,28735.124193548385,25286.237288135595,1.1363938361454442
0,56.2,76.0,71.0,54275.515789473684,34064.9309859155,1.5932959268848794
0,69.2,98.0,77.0,44925.728571428575,20457.17922077922,2.1960861801413762
0,56.6,72.0,71.0,54369.79583333333,41369.26338028169,1.3142558361154728
0,45.8,38.0,71.0,53265.18421052631,56065.32112676056,0.9500558123995528
0,57.4,65.0,66.0,31204.35076923077,20473.183333333334,1.5241572481024739
0,43.6,49.0,52.0,52280.663265306124,36515.21538461538,1.4317500996401915
0,56.2,72.0,72.0,47880.80694444445,42589.9375,1.1242281570487032
0,63.4,82.0,80.0,42861.08414634146,41497.43875,1.0328609532881463
0,19.4,23.0,24.0,55412.1347826087,37669.61666666667,1.4710034156424572
0,81.2,85.0,115.0,47856.43882352941,60402.53565217391,0.7922918848822705
0,51.2,60.0,67.0,60666.95,64315.81641791045,0.9432664215252917
0,52.0,64.0,67.0,65758.6171875,51867.18059701493,1.267827100501479
0,50.2,62.0,59.0,37917.90483870968,27998.015254237285,1.3543068854843592
0,65.4,83.0,87.0,77279.01084337349,74227.2908045977,1.0411131809567105
0,66.0,94.0,84.0,99357.59361702128,92925.5642857143,1.0692170058987287
0,52.0,66.0,66.0,44976.52272727273,38874.486363636366,1.1569676395607449
0,63.2,75.0,81.0,20688.278666666665,16783.449382716048,1.232659520394651
0,56.6,71.0,75.0,49590.73098591549,44915.509333333335,1.1040892493923589
0,52.0,61.0,68.0,50779.80655737705,41583.90147058823,1.2211409887379847
0,56.2,67.0,71.0,27030.85970149254,31761.752112676055,0.8510506475083462
0,54.0,68.0,70.0,22664.988235294117,27414.43,0.8267539480227791
0,46.6,66.0,61.0,25316.604545454546,24781.52295081967,1.0215919576733348
0,46.8,61.0,59.0,62041.10983606557,53849.779661016946,1.152114460386149
0,48.8,85.0,65.0,59205.59882352941,33886.76153846154,1.7471601337982958
0,44.6,55.0,57.0,21478.46,24466.73859649123,0.8778636316930374
0,65.6,85.0,87.0,36642.44823529412,24208.366666666665,1.5136274470655788
0,45.8,63.0,59.0,15036.252380952381,14999.32033898305,1.0024622476975402
0,76.2,92.0,101.0,37442.29021739131,42546.08118811881,0.8800408679671123
1,48.8,63.0,65.0,2606.911111111111,4061.5384615384614,0.6418531144781144
0,65.2,86.0,87.0,65694.04883720931,59280.473563218395,1.1081903515354223
0,55.8,61.0,67.0,48137.48032786885,27856.67014925373,1.7280414374708901
0,74.6,90.0,91.0,18666.757777777777,18986.20989010989,0.9831745190756308
0,46.2,62.0,64.0,17225.151612903224,19988.053125,0.8617723549753286
0,52.4,58.0,58.0,31592.005172413796,22932.022413793104,1.3776371138296073
0,56.0,70.0,75.0,50887.58714285714,46344.66266666667,1.098024760884881
0,64.4,84.0,88.0,61878.46785714285,39892.51477272727,1.5511297848649641
0,51.2,54.0,59.0,22197.501851851852,20639.649152542373,1.0754786424805862
0,46.6,61.0,64.0,17691.347540983606,21247.7296875,0.8326229578961273
0,53.0,60.0,60.0,18463.655000000002,16646.905000000002,1.1091344006588613
0,79.4,93.0,98.0,28008.358064516127,25895.171428571426,1.081605431413098
0,53.4,72.0,71.0,20636.616666666665,17594.973239436622,1.1728700229229467
0,60.8,75.0,78.0,25388.722666666665,31267.84487179487,0.8119754581988647
0,51.4,60.0,65.0,17148.556666666667,21737.06,0.7889087423352866
0,61.0,75.0,78.0,39087.70533333333,42537.68846153846,0.9188958485291339
0,74.4,94.0,94.0,23257.422340425535,24218.990425531916,0.9602969377248407
0,43.0,53.0,58.0,15752.594339622641,15525.060344827587,1.0146559169330933
1,59.8,80.0,85.0,37855.134999999995,67077.60352941176,0.5643483518817353
0,61.6,80.0,85.0,37632.771250000005,32908.65647058824,1.1435523441570423
0,47.4,62.0,66.0,41303.63548387097,45168.8606060606,0.9144272166637072
0,43.2,60.0,59.0,24954.248333333333,27116.43559322034,0.9202628511976111
0,47.8,63.0,62.0,55042.00634920635,60744.52741935484,0.9061228836174712
0,23.8,30.0,35.0,20196.77666666667,23792.920000000002,0.848856578623669
0,51.4,74.0,62.0,62587.21756756756,61298.80806451613,1.0210185082505259
0,79.8,94.0,105.0,27545.4,21781.807619047617,1.2646057885440267
0,68.4,99.0,83.0,71811.84242424242,64538.87108433735,1.1126913318703853
0,50.2,58.0,63.0,21938.401724137933,19284.533333333336,1.1376164175161751
0,55.6,73.0,73.0,31697.398630136988,28575.838356164382,1.10923774956542
0,69.4,89.0,92.0,29294.610112359547,32830.04239130435,0.892311065675589
0,71.2,91.0,97.0,89617.95824175824,72639.79484536083,1.2337308830860738
0,62.6,75.0,83.0,34293.098666666665,33329.301204819276,1.0289174218182537
0,54.0,60.0,73.0,56997.29666666666,65261.89178082191,0.873362618081753
0,48.4,59.0,67.0,20233.77966101695,19011.7223880597,1.0642791456772356
0,77.8,102.0,104.0,34391.96960784314,43516.62884615385,0.7903178743332923
0,47.0,60.0,63.0,50254.82666666667,48047.09365079365,1.045949356102969
0,52.2,65.0,70.0,37676.45846153846,32268.117142857147,1.1676063494729967
0,46.0,58.0,61.0,22336.206896551725,22061.09836065574,1.0124703009523144
0,65.2,78.0,81.0,14888.479487179486,14850.449382716048,1.002560872299777
0,56.8,73.0,78.0,42536.94109589041,31688.008974358978,1.342367112124655
1,60.4,35.0,65.0,-23688.354285714286,2495.2876923076924,-9.49323573339426
0,44.6,54.0,60.0,20808.775925925926,15644.22,1.3301254984860815
0,48.8,61.0,61.0,35139.86885245902,23752.65081967213,1.4794083034873693
0,54.4,72.0,75.0,33653.399999999994,33073.42266666667,1.0175360542263399
0,70.0,80.0,91.0,18351.285,18633.88021978022,0.9848343331368933
0,42.6,57.0,57.0,18997.361403508774,18171.859649122805,1.0454274779975983
0,50.0,63.0,68.0,26036.12222222222,20829.58676470588,1.2499586533487266
0,50.2,57.0,70.0,22392.1298245614,19695.585714285713,1.1369110900987227
0,32.4,66.0,51.0,60598.4606060606,57804.700000000004,1.04833102855063
0,57.6,80.0,70.0,38102.595,26150.681428571428,1.4570402344609759
0,56.4,67.0,70.0,25970.880597014926,20846.997142857144,1.2457852044131636
0,42.2,52.0,56.0,26417.501923076925,21197.591071428575,1.2462501910740258
0,73.0,96.0,96.0,39945.94375,31248.138541666664,1.2783463468307263
0,53.4,64.0,66.0,99084.74843749999,83733.39393939394,1.1833361073267534
0,55.8,74.0,75.0,67908.8837837838,52535.329333333335,1.2926326844342448
0,66.0,86.0,89.0,94240.4581395349,77805.11460674157,1.2112373153855525
0,46.2,56.0,62.0,20103.024999999998,18670.127419354838,1.0767481414807973
0,50.4,63.0,62.0,70373.47142857143,40005.403225806454,1.759099165464112
0,54.4,67.0,66.0,48075.58208955224,23004.55909090909,2.089828450941739
0,64.2,84.0,84.0,52825.09761904762,47711.47619047619,1.1071780174680945
0,54.4,71.0,73.0,15395.301408450703,17542.553424657533,0.8775975216248344
0,62.0,71.0,77.0,35869.615492957746,25725.64155844156,1.3943137399108931
1,56.0,68.0,73.0,37853.4,54381.217808219175,0.6960748862501355
0,62.8,83.0,81.0,19688.5421686747,14664.543209876543,1.3425949848485224
0,48.0,58.0,60.0,29728.97931034483,18287.471666666668,1.6256473203200128
0,52.2,37.0,37.0,18223.25945945946,11974.672972972974,1.5218168797252036
0,58.2,69.0,73.0,23916.747826086958,18511.81917808219,1.2919717719803654
1,54.8,67.0,77.0,19169.923880597013,35562.46233766234,0.5390493970462543
0,70.6,94.0,90.0,54145.4085106383,58083.17222222222,0.9322047408754068
0,54.0,67.0,72.0,56879.41492537313,67390.16666666667,0.8440313734007651
0,51.6,66.0,67.0,37284.82424242424,35073.658208955225,1.0630434960703485
0,56.2,72.0,71.0,31119.574999999997,31281.05915492958,0.9948376378776121
0,64.8,78.0,83.0,28262.76282051282,27070.873493975905,1.0440284768351544
0,43.8,44.0,49.0,30205.606818181815,20685.01836734694,1.4602649261295284
0,51.8,65.0,66.0,24871.859999999997,27060.348484848484,0.9191256355743587
0,55.6,69.0,72.0,71605.63188405796,55087.6375,1.2998493878786863
0,53.0,72.0,72.0,51886.36527777778,42157.76666666667,1.230766460852475
0,44.8,50.0,52.0,24976.634,23419.186538461538,1.066503055474649
0,54.0,126.0,93.0,81242.08730158731,35743.80322580645,2.2728999146607833
0,59.8,70.0,76.0,30666.74714285714,32740.138157894737,0.9366712808284948
0,61.6,84.0,85.0,53158.380952380954,48289.47647058823,1.100827443941295
0,62.2,76.0,83.0,32793.51447368421,34966.0265060241,0.9378679178211571
0,62.6,84.0,86.0,61259.772619047624,52126.694186046516,1.1752092392508922
0,53.2,61.0,73.0,33972.218032786885,27421.672602739724,1.2388820523439803
0,63.2,88.0,86.0,61399.068181818184,51129.489534883716,1.2008543159799772
0,45.0,59.0,61.0,38652.066101694916,41581.95573770491,0.929539397942428
0,66.8,69.0,96.0,48168.636231884055,62528.20520833333,0.7703505333536179
0,52.4,59.0,70.0,38165.249152542376,38843.98,0.9825267429481318
1,45.6,42.0,59.0,-13217.714285714286,4950.015254237289,-2.6702370814715612
0,52.0,60.0,65.0,16543.651666666665,17084.035384615385,0.968369082258203
0,45.8,59.0,62.0,21639.642372881353,21474.92096774194,1.0076704079790024
0,47.2,58.0,61.0,25552.401724137933,19968.944262295085,1.2796070432419109
0,43.0,59.0,53.0,15840.203389830509,15384.124528301887,1.0296460718768612
1,49.6,59.0,67.0,18020.43559322034,30554.11044776119,0.5897876039962001
0,74.8,90.0,95.0,35147.63222222222,25181.050526315787,1.3957968983657265
1,62.6,51.0,83.0,31302.2,54287.23253012048,0.5766033474377688
0,49.4,59.0,63.0,62553.5593220339,32855.444444444445,1.9039023936445678
0,59.8,82.0,74.0,48898.785365853655,64714.57027027027,0.7556070474027029
0,54.4,75.0,73.0,49528.12666666666,64129.468493150685,0.7723146289908279
0,54.2,73.0,75.0,83749.42602739726,69194.836,1.2103421421129934
0,52.4,74.0,71.0,41692.8972972973,39435.6028169014,1.0572400145847005
0,73.6,95.0,100.0,16545.76210526316,15811.764,1.0464210131939207
0,49.6,65.0,68.0,36435.86615384615,35234.03676470588,1.034109897686891
0,74.8,104.0,107.0,92515.0875,77347.69065420561,1.1960937258437683
0,58.2,77.0,77.0,68734.54805194805,58594.21558441558,1.1730602989799135
0,44.8,63.0,66.0,34554.5253968254,42094.40454545455,0.8208816770293683
0,44.6,72.0,86.0,41905.2375,49860.1,0.8404563468585102
0,54.8,68.0,67.0,24440.004411764705,19098.792537313435,1.2796622804303524
0,42.8,61.0,59.0,21908.05245901639,23936.57627118644,0.915254220604144
0,57.6,77.0,84.0,17254.093506493507,19540.001190476192,0.8830139434639933
0,46.8,64.0,65.0,25458.0375,30178.169230769232,0.843591183591195
0,22.4,33.0,32.0,24489.524242424242,17621.9625,1.389716057018294
0,46.8,63.0,68.0,30187.54920634921,35517.13382352941,0.849943279667194
0,46.0,61.0,63.0,67898.9262295082,63480.149206349204,1.0696088002061128
0,44.0,60.0,58.0,46234.965,22966.68448275862,2.013131892620773
0,42.6,52.0,53.0,40896.942307692305,31863.37358490566,1.2835094877419393
0,74.4,103.0,102.0,39078.850485436895,33223.96568627451,1.1762247425382202
1,60.4,65.0,85.0,12524.398461538462,23216.890588235292,0.5394520172259828
0,44.0,59.0,61.0,43311.63728813559,46235.58852459016,0.9367597270898914
1,57.4,37.0,67.0,8468.789189189189,62905.24328358209,0.1346277153879078
0,57.6,72.0,78.0,31230.647222222222,31166.04358974359,1.0020728852634952
0,46.4,61.0,60.0,60328.58196721312,46115.168333333335,1.3082155860549236
0,64.8,90.0,88.0,72485.66,53514.27272727273,1.3545107932123461
