account_id,district_id,frequency,tenure_days,tx_count,tx_amount_mean,tx_amount_std,balance_mean,balance_min,balance_last,tx_count_per_year,has_loan,has_card,n_orders,order_amount_sum,n_inhabitants,n_muni_lt499,n_muni_500_1999,n_muni_2000_9999,n_muni_gt10000,n_cities,urban_ratio,avg_salary,unemp_95,unemp_96,n_entrepreneurs_per1000,crimes_95,crimes_96,churned
1497,1,POPLATEK MESICNE,1629,316,3186.1917721518985,3697.230193699323,23395.504746835442,1000.0,26101.8,70.85267034990792,0,0,2.0,5724.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
3078,1,POPLATEK MESICNE,1629,259,1346.9389961389961,1344.7718916623703,16663.90617760618,200.0,13454.2,58.07228360957643,0,0,1.0,2232.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
400,28,POPLATEK MESICNE,1628,293,5424.698976109215,5658.054897935058,38808.8409556314,600.0,47116.2,65.7360257985258,0,0,1.0,6948.0,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580.0,1525,0
1902,50,POPLATEK TYDNE,1628,247,5342.353036437246,5684.1610782057105,30879.602429149796,200.0,19579.0,55.415694103194106,0,0,0.0,0.0,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123.0,2134,0
757,50,POPLATEK MESICNE,1626,331,2638.978247734139,3041.674836337747,43354.36858006042,900.0,63561.2,74.35285977859779,0,1,2.0,3099.0,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123.0,2134,0
1116,1,POPLATEK MESICNE,1625,290,4979.248620689656,5272.687827589702,36367.81931034483,900.0,47017.6,65.18307692307692,0,1,1.0,8086.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
5700,42,POPLATEK MESICNE,1625,311,3834.2093247588427,4479.652577997308,24664.571382636655,-1717.9,4485.4,69.90323076923077,1,0,1.0,1728.0,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658.0,1668,1
3267,64,POPLATEK MESICNE,1624,312,4553.5185897435895,4876.744258057393,30128.584615384618,300.0,39052.4,70.17118226600985,0,0,1.0,6403.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,0
3222,4,POPLATEK MESICNE,1624,352,923.0369318181819,1105.1870165958783,19007.225852272728,800.0,22038.6,79.16748768472907,0,0,3.0,2123.0,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244.0,5892,0
408,41,POPLATEK MESICNE,1624,316,4850.826582278481,5353.391562411394,37958.04873417722,400.0,48332.8,71.07081280788178,0,1,1.0,5042.0,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445.0,5471,0
2818,40,POPLATEK MESICNE,1624,331,14215.267975830817,16008.895014461878,58711.69395770392,1000.0,70991.4,74.44442733990148,0,1,2.0,10141.0,128118,9,16,6,3,8,85.3,9317,6.49,7.07,97,6949.0,6872,0
6273,38,POPLATEK MESICNE,1624,315,8632.3473015873,11045.103920624966,45183.92793650794,200.0,67101.1,70.8459051724138,1,1,1.0,3639.5,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653.0,2822,0
2513,70,POPLATEK MESICNE,1623,299,1636.4033444816052,1706.1362651590264,21618.905685618727,200.0,17203.4,67.28881700554528,0,0,1.0,2655.0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0
3493,63,POPLATEK MESICNE,1623,234,1447.019658119658,1447.2911727022506,23351.407692307694,800.0,34585.5,52.660813308687615,0,0,1.0,2277.0,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,0
1201,61,POPLATEK MESICNE,1622,359,4809.536490250696,5700.670515078555,36569.76657381615,600.0,52463.1,80.84139950678176,0,0,2.0,7709.0,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112.0,2059,0
4478,70,POPLATEK MESICNE,1622,265,10369.078867924529,11937.28031222915,60293.51660377358,800.0,68189.6,59.67401356350185,0,0,1.0,707.0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0
2915,57,POPLATEK MESICNE,1622,311,17773.415755627007,20592.01007081214,65865.94919614148,500.0,53953.8,70.0325215782984,0,1,0.0,0.0,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729.0,3651,0
9833,20,POPLATEK MESICNE,1621,440,12941.98340909091,17524.980799181583,57161.412954545456,1100.0,49515.7,99.1425046267736,1,0,3.0,20582.0,70646,94,14,3,1,4,58.4,8547,2.65,3.64,120,1563.0,1542,0
2253,74,POPLATEK MESICNE,1621,278,2235.163309352518,2307.9674100378784,28921.86618705036,300.0,30052.4,62.64003701418877,0,0,1.0,2944.0,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0
1069,70,POPLATEK MESICNE,1621,246,1918.6455284552844,1845.6542491895254,17267.691056910568,700.0,26495.7,55.429673041332514,0,0,1.0,3080.0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0
207,2,POPLATEK MESICNE,1620,396,1715.1896464646463,2055.4771526046875,23527.505555555555,900.0,16094.7,89.28333333333333,0,0,3.0,3139.0,88884,80,26,6,2,5,46.7,8507,1.67,1.85,132,2159.0,2674,0
3212,70,POPLATEK MESICNE,1620,458,1001.7010917030567,1375.4066812543356,35793.97423580786,700.0,67610.7,103.26203703703703,0,1,4.0,2322.0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0
4035,1,POPLATEK MESICNE,1620,299,11721.775919732441,13661.57182313759,47100.855183946485,-2244.9,38113.2,67.41342592592592,0,1,0.0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
1268,74,POPLATEK MESICNE,1620,314,1429.185668789809,1423.240240818358,28602.207961783442,800.0,49747.9,70.79537037037036,0,0,1.0,2220.0,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0
3287,18,POPLATEK MESICNE,1619,312,7973.953205128205,8919.102763786637,36419.333974358975,900.0,53329.1,70.38789376158122,0,0,1.0,6968.0,70699,60,13,2,1,4,65.3,8968,2.83,3.35,131,1740.0,1910,0
6226,74,POPLATEK TYDNE,1619,322,14484.68291925466,16480.96891969116,62094.7801242236,400.0,108130.7,72.64391599752933,1,0,1.0,6643.7,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0
2123,64,POPLATEK MESICNE,1619,241,1384.936099585062,1379.9269388206963,15796.82531120332,900.0,15162.5,54.3701358863496,0,0,1.0,2141.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,0
3982,26,POPLATEK MESICNE,1618,253,1244.7122529644269,1284.3553296288744,24592.307509881422,700.0,39067.4,57.112639060568604,0,0,1.0,2153.0,170449,0,0,0,1,1,100.0,10787,2.64,3.09,131,6041.0,6261,0
2701,71,POPLATEK MESICNE,1618,354,3296.4598870056498,3776.1373432817413,34601.32627118644,300.0,57097.7,79.91254635352287,0,1,2.0,6250.0,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980.0,4595,0
3629,48,POPLATEK MESICNE,1618,432,4349.675925925926,5755.852089223226,23673.023842592593,900.0,31660.5,97.5203955500618,1,0,4.0,13649.5,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655.0,1717,0
2841,71,POPLATEK MESICNE,1618,299,3570.2505016722407,3683.785549265585,23579.423076923078,1100.0,28200.3,67.49675525339926,0,0,1.0,3536.0,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980.0,4595,0
563,53,POPLATEK MESICNE,1618,287,3799.191986062718,3920.0997943856673,28897.717770034844,500.0,30126.7,64.78785537700865,0,0,1.0,6245.0,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850.0,1903,1
2732,5,POPLATEK MESICNE,1618,326,13982.457055214723,15839.807069341647,58558.804601227,800.0,54296.3,73.59177997527811,0,0,1.0,1564.9,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616.0,3040,0
1297,70,POPLATEK MESICNE,1618,357,6469.094397759104,8023.200561095553,48735.86946778711,400.0,74888.1,80.58977132262052,0,0,2.0,6189.0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0
7485,39,POPLATEK MESICNE,1617,347,7743.119596541786,8825.416630425867,33284.32363112392,700.0,31128.9,78.38079777365492,1,0,2.0,14078.8,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947.0,4743,0
2088,4,POPLATEK MESICNE,1617,293,2238.7662116040956,2147.5353892785447,23863.04675767918,400.0,19167.4,66.18320964749536,0,0,1.0,3240.0,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244.0,5892,0
225,1,POPLATEK MESICNE,1617,354,2194.2612994350284,2712.07695709197,30921.081073446327,1000.0,66267.9,79.96196660482374,0,0,2.0,3385.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
1630,72,POPLATEK MESICNE,1617,268,2281.9891791044774,2268.8099700381786,18366.447388059703,900.0,19402.0,60.53617810760668,0,0,1.0,3595.0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,0
403,1,POPLATEK MESICNE,1616,255,2114.592156862745,2230.6713786889413,39494.96784313726,600.0,68368.4,57.635365099009896,0,1,1.0,2401.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
445,63,POPLATEK TYDNE,1616,330,6591.0006060606065,7148.641671633996,35258.92272727273,1100.0,45338.3,74.58694306930693,0,0,2.0,11565.0,86513,38,36,5,1,5,50.5,8288,3.79,4.52,110,1562.0,1460,1
186,1,POPLATEK TYDNE,1616,325,12069.942153846154,13730.98325961999,61216.97015384616,700.0,27597.1,73.45683787128712,0,0,1.0,6862.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
3720,36,POPLATEK MESICNE,1615,263,2135.4372623574145,2195.104593775397,31666.912927756654,800.0,53056.8,59.48034055727554,0,0,1.0,2957.0,159617,29,19,8,1,9,85.2,9198,3.33,4.28,131,5796.0,6132,0
574,70,POPLATEK MESICNE,1615,295,15730.524067796609,17580.30536508752,56896.472542372874,900.0,41355.6,66.71749226006192,0,0,0.0,0.0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,0
1429,57,POPLATEK MESICNE,1615,254,1292.3913385826772,1324.066457709209,22154.2405511811,1100.0,27668.1,57.44489164086687,0,0,1.0,2166.0,161954,21,37,20,3,8,48.0,8720,3.73,4.5,116,3729.0,3651,0
3580,43,POPLATEK MESICNE,1613,355,4733.560845070423,6408.968864648884,42719.58563380282,1000.0,65782.9,80.38670179789212,0,1,2.0,3765.0,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,0
7819,38,POPLATEK MESICNE,1613,484,2195.6028925619835,3072.0617489413166,20700.26859504132,500.0,28387.6,109.59764414135151,1,0,5.0,6137.0,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653.0,2822,0
759,23,POPLATEK MESICNE,1613,317,1383.5533123028392,1497.242737341618,40102.0545741325,300.0,79994.0,71.78192808431494,0,0,1.0,1952.0,87419,21,11,4,3,9,85.5,8624,1.79,2.66,102,2879.0,3198,0
6363,74,POPLATEK MESICNE,1613,286,4594.22027972028,5369.126407808432,47780.37377622378,900.0,77539.9,64.76224426534408,1,1,1.0,1459.0,323870,0,0,0,1,1,100.0,10673,4.75,5.44,100,18782.0,18347,0
3738,51,POPLATEK MESICNE,1613,288,7990.654166666666,8512.055655804224,43002.53090277778,700.0,58797.1,65.21512709237446,0,0,1.0,5750.0,121947,37,28,7,3,11,70.5,8541,2.51,2.97,131,3496.0,3839,0
4000,7,POPLATEK MESICNE,1612,331,2437.620241691843,5905.751156471528,42052.38096676737,700.0,81977.2,74.99860421836227,0,1,0.0,0.0,94725,38,28,1,3,6,63.4,9920,2.26,2.87,130,4289.0,4846,0
9041,1,POPLATEK MESICNE,1611,370,10864.535945945945,14463.141107156029,45944.46756756757,-1050.8,59696.7,83.88733705772812,0,0,0.0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1
2620,22,POPLATEK MESICNE,1611,300,2585.0533333333333,2460.8724628778964,21927.086333333336,500.0,38844.9,68.0167597765363,0,0,1.0,3855.0,58400,65,16,4,1,6,52.4,8620,1.1,1.25,100,1089.0,1117,0
3609,28,POPLATEK MESICNE,1611,357,6652.987675070029,8434.134408759217,47987.27843137254,600.0,77393.8,80.9399441340782,0,1,2.0,6366.0,72541,66,26,10,0,8,36.9,8594,1.62,2.01,112,1580.0,1525,0
1382,48,POPLATEK MESICNE,1611,265,1198.1124528301887,1242.0224182590164,18907.461886792455,800.0,19644.7,60.081471135940404,0,0,1.0,2059.0,78955,50,24,8,1,9,59.0,9060,1.78,2.44,124,1655.0,1717,0
930,41,POPLATEK MESICNE,1611,317,5337.608201892745,5970.205794753197,37830.12208201893,300.0,66782.9,71.87104283054003,0,0,1.0,9356.0,118650,8,8,5,1,3,85.6,9832,3.32,4.48,114,6445.0,5471,0
1925,12,POPLATEK MESICNE,1611,244,2471.4147540983604,2484.400137124696,26014.71106557377,600.0,27648.6,55.320297951582866,0,0,1.0,3860.0,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804.0,3868,0
1834,62,POPLATEK MESICNE,1611,317,6543.794952681388,7386.2399144856845,42882.95930599369,700.0,67728.0,71.87104283054003,0,0,1.0,8084.0,145688,22,41,13,2,5,40.7,8544,1.29,1.86,109,2719.0,2906,0
1507,35,POPLATEK MESICNE,1611,308,7897.874675324675,9119.322629107604,45746.3,800.0,65012.3,69.83054003724395,0,1,1.0,6619.0,88768,10,18,5,1,7,80.5,8867,1.02,1.21,130,3384.0,3620,0
7857,75,POPLATEK MESICNE,1610,468,9305.070085470084,13308.482606764892,50409.32200854701,300.0,50430.4,106.17204968944098,1,0,4.0,15012.0,138032,67,30,4,2,5,64.6,8819,5.38,5.66,99,4063.0,4505,0
6636,72,POPLATEK TYDNE,1610,344,8299.916569767442,11883.400601512265,51842.83982558139,-3259.3,90129.9,78.04099378881988,0,0,0.0,0.0,226122,32,50,7,4,4,62.6,8994,3.8,4.79,110,9672.0,9208,0
601,29,POPLATEK MESICNE,1610,264,1308.321590909091,1358.7753769646279,17857.101136363635,300.0,17040.1,59.891925465838504,0,0,1.0,2230.0,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818.0,888,0
3298,29,POPLATEK MESICNE,1610,267,3159.9048689138576,3544.257526404148,42797.589887640446,1100.0,55878.2,60.57251552795031,0,0,0.0,0.0,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818.0,888,0
2938,1,POPLATEK MESICNE,1610,453,10261.786313465784,13311.2636049221,54638.97196467991,400.0,99822.5,102.76909937888198,0,0,4.0,14700.3,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
2199,1,POPLATEK MESICNE,1610,361,1334.8692520775624,1429.1723616880686,24272.32465373961,1100.0,20123.6,81.89767080745341,0,0,2.0,2498.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
3745,5,POPLATEK MESICNE,1610,377,8332.1525198939,9961.070777662751,57161.788594164456,900.0,91410.4,85.52748447204968,0,1,2.0,12310.0,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616.0,3040,0
3699,50,POPLATEK MESICNE,1609,310,7183.364838709677,7832.274811380963,37856.17193548387,600.0,18282.0,70.37134866376631,0,0,1.0,7085.0,102609,75,33,2,3,6,52.0,8187,4.83,5.45,94,2123.0,2134,0
816,52,POPLATEK MESICNE,1609,396,11079.073232323231,13721.718152193764,66518.73585858586,200.0,77799.0,89.89372280919825,1,0,2.0,6539.7,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,0
3656,53,POPLATEK MESICNE,1608,246,2376.09918699187,6140.309530986679,22532.64430894309,900.0,36474.6,55.87779850746268,0,0,0.0,0.0,107911,88,33,6,2,7,50.9,8240,2.53,3.56,99,1850.0,1903,0
2038,42,POPLATEK MESICNE,1608,327,2165.4969418960245,2361.458119218923,29896.701834862386,900.0,33978.0,74.27658582089552,0,0,2.0,3642.0,95907,87,25,5,2,7,59.1,8388,2.41,2.94,87,1658.0,1668,0
2542,21,POPLATEK MESICNE,1607,397,1816.3345088161211,2049.744697404644,24457.65138539043,300.0,22068.4,90.23288736776604,0,0,3.0,3380.0,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299.0,2354,0
1136,12,POPLATEK MESICNE,1607,363,9731.965840220386,11889.793303924396,44217.40826446281,900.0,33021.2,82.5051337896702,0,0,3.0,12214.8,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804.0,3868,0
1589,37,POPLATEK MESICNE,1607,87,1140.3896551724138,1795.9248427866498,22247.585057471264,500.0,19614.3,19.77395768512757,0,0,0.0,0.0,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147.0,4166,0
3136,69,POPLATEK MESICNE,1607,347,3770.104610951009,4459.461024502155,44352.61873198847,900.0,65415.1,78.86854387056628,0,0,2.0,6144.0,42821,4,13,5,1,3,48.4,8173,,7.01,124,,1358,0
3547,54,POPLATEK MESICNE,1607,244,1687.4680327868853,1626.6358450716118,17832.735655737706,300.0,22839.2,55.45799626633479,0,0,1.0,2684.0,387570,0,0,0,1,1,100.0,9897,1.6,1.96,140,18721.0,18696,0
26,52,POPLATEK MESICNE,1606,286,9927.73076923077,10123.208504874092,32630.348951048953,800.0,35190.9,65.04452054794521,0,0,1.0,10387.0,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,0
657,47,POPLATEK MESICNE,1606,357,1954.4607843137255,2060.1856186629034,31334.219327731094,500.0,45331.3,81.19193648816938,0,0,2.0,2928.0,162580,83,26,5,1,6,72.8,9538,1.51,1.81,111,6079.0,5410,0
3538,58,POPLATEK MESICNE,1606,260,10147.756923076922,11646.753308714171,53026.12192307692,400.0,43509.6,59.131382316313825,0,1,0.0,0.0,109164,98,16,6,1,4,63.6,8757,3.38,3.95,96,2212.0,2471,0
2167,16,POPLATEK MESICNE,1606,334,8122.131736526946,9157.232613075894,49137.07844311377,200.0,68860.9,75.96108343711084,1,1,2.0,13016.0,93931,74,21,10,1,8,56.9,8427,1.12,1.54,107,1874.0,1913,0
3127,66,POPLATEK MESICNE,1606,314,11033.607643312102,13388.604159415325,53087.546178343946,1100.0,78646.2,71.41251556662516,0,1,1.0,7334.0,125832,151,41,2,3,5,48.3,8512,3.51,4.12,102,2247.0,2103,0
47,45,POPLATEK MESICNE,1606,465,8733.158279569892,13458.2770067306,47257.83698924731,300.0,31978.2,105.75420298879204,0,0,4.0,7264.0,77917,85,19,6,1,5,53.5,8390,2.28,2.89,132,2080.0,2122,0
3850,8,POPLATEK MESICNE,1605,358,6461.800279329609,7851.145687297184,44953.40363128491,900.0,47781.4,81.47009345794393,0,0,2.0,7157.0,112065,95,19,7,1,8,69.4,11277,1.25,1.44,127,5179.0,4987,0
5366,70,POPLATEK MESICNE,1605,285,13109.042807017544,16074.24239367742,37174.256842105264,-4631.8,71063.3,64.85747663551402,0,0,0.0,0.0,285387,0,2,8,5,7,89.9,10177,6.63,7.75,81,9878.0,10108,1
747,39,POPLATEK MESICNE,1605,299,1984.7839464882943,1861.2153426064106,20819.759531772575,1100.0,23122.0,68.04345794392523,0,0,1.0,2672.0,119895,17,4,3,2,4,89.9,10446,7.34,9.4,90,4947.0,4743,0
3166,71,POPLATEK MESICNE,1604,336,9229.198214285714,11665.115593178052,44932.35952380953,-2485.5,53220.3,76.51122194513717,1,1,1.0,3702.8,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980.0,4595,0
11021,1,POPLATEK MESICNE,1604,390,9396.966666666667,12556.51627582081,56622.9741025641,-517.7,51217.1,88.80766832917706,1,0,1.0,7040.7,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
1701,1,POPLATEK MESICNE,1604,341,11972.281524926686,13321.631165420797,49471.671260997064,1100.0,36593.3,77.64978179551123,0,0,2.0,11996.3,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,1
3613,43,POPLATEK MESICNE,1604,346,3098.95289017341,3463.0430495309574,24624.829768786127,200.0,22546.1,78.7883416458853,0,0,2.0,6174.0,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,0
3600,27,POPLATEK MESICNE,1604,284,2347.5151408450706,2651.124845157417,36751.91161971831,1100.0,39240.1,64.67019950124688,0,1,1.0,1537.0,67298,71,19,10,0,7,43.8,8561,0.65,1.29,110,1029.0,1127,0
3792,10,POPLATEK MESICNE,1603,267,2073.3411985018724,2076.7573252357543,18542.27640449438,300.0,14478.0,60.83702432938241,0,0,1.0,3518.0,92084,55,29,4,3,5,46.7,10124,0.56,0.54,141,3810.0,4316,0
523,1,POPLATEK MESICNE,1603,259,5055.4405405405405,5747.317227181892,54575.722007722004,300.0,70757.3,59.01419213973799,0,1,0.0,0.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
3808,38,POPLATEK MESICNE,1603,364,4961.913736263737,6075.455977298928,32854.238186813185,500.0,40577.5,82.93886462882097,0,0,2.0,6733.0,85852,41,23,4,2,4,59.8,8965,7.08,8.23,104,2653.0,2822,0
1401,1,POPLATEK MESICNE,1602,285,2385.7294736842105,2666.3190852974076,33443.735438596486,300.0,46803.1,64.97893258426967,0,0,1.0,2463.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
541,61,POPLATEK MESICNE,1602,394,5757.642893401015,7574.335029929092,33357.06598984772,200.0,21453.7,89.8305243445693,0,1,3.0,8728.0,117897,139,28,5,1,6,53.8,8814,4.76,5.74,107,2112.0,2059,0
1023,21,POPLATEK MESICNE,1601,234,8795.0952991453,9290.850638318327,38195.45170940171,1100.0,30384.7,53.384447220487196,0,1,0.0,0.0,103347,87,16,7,1,7,67.0,9104,1.51,2.07,123,2299.0,2354,0
3683,33,POPLATEK MESICNE,1601,301,8674.191362126247,10592.871516357518,58560.17807308971,1000.0,62840.1,68.66973766396003,0,0,1.0,3114.0,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650.0,4859,0
3220,29,POPLATEK MESICNE,1600,263,8782.560456273764,10021.014229815039,51148.91673003802,800.0,50131.6,60.037968750000005,0,1,1.0,1882.0,45714,52,10,5,1,6,55.6,8843,2.82,3.6,113,818.0,888,0
1779,33,POPLATEK MESICNE,1599,406,6493.28842364532,9433.7422024565,69102.6381773399,1000.0,86988.8,92.74015009380864,0,1,3.0,4314.0,133777,24,17,7,3,11,84.7,8705,5.75,7.61,116,4650.0,4859,0
1912,64,POPLATEK MESICNE,1599,265,2432.7611320754713,2402.283806049843,23141.24603773585,1000.0,25287.9,60.53236397748593,0,0,1.0,3232.0,197099,29,41,10,2,10,74.7,9624,1.6,2.31,145,4484.0,4265,0
238,6,POPLATEK MESICNE,1599,251,1352.488844621514,1337.1602011558152,16355.117131474104,500.0,16791.3,57.3344277673546,0,0,1.0,2234.0,77963,60,23,4,2,4,51.5,8546,2.95,4.02,126,2640.0,3120,0
3113,67,POPLATEK MESICNE,1598,427,9320.699765807962,13741.355462413077,48297.86276346604,-915.4,49480.4,97.59809136420526,0,1,4.0,12766.0,106054,38,25,6,2,6,63.1,8110,5.77,6.55,109,3244.0,3079,1
5481,52,POPLATEK MESICNE,1598,326,12555.303374233128,15232.325653329028,55503.91809815951,1000.0,55953.6,74.51282853566958,1,0,1.0,4358.0,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,0
3035,15,POPLATEK TYDNE,1598,372,13973.164784946235,17701.75719178914,61602.17741935484,800.0,63903.1,85.02690863579474,0,1,2.0,12443.0,58796,22,16,7,1,5,51.9,9045,3.13,3.6,124,1845.0,1879,0
942,9,POPLATEK MESICNE,1598,318,1905.6638364779874,5278.134186010574,25530.196226415097,800.0,58211.5,72.6842928660826,0,0,0.0,0.0,81344,61,23,4,2,6,55.3,8899,3.39,3.97,149,2987.0,2487,0
3221,5,POPLATEK MESICNE,1597,320,1645.013125,1975.6607379687769,31023.458437499998,900.0,42522.2,73.18722604884158,0,1,2.0,2186.0,95616,65,30,4,1,6,51.4,9307,3.85,4.43,118,2616.0,3040,0
2616,1,POPLATEK MESICNE,1597,307,7469.00651465798,8062.547450205809,33739.84039087948,900.0,23669.3,70.21399499060739,0,0,1.0,8188.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
2137,4,POPLATEK PO OBRATU,1597,275,8262.62509090909,9286.520496105475,34875.32581818182,600.0,48043.6,62.89527238572323,0,0,1.0,1958.7,149893,63,29,6,2,6,67.4,9753,4.64,5.05,109,5244.0,5892,0
978,73,POPLATEK MESICNE,1596,264,2428.162878787879,2565.9654784582726,39335.23409090909,1100.0,59045.2,60.41729323308271,0,1,1.0,2062.0,182027,17,49,12,2,7,56.4,8746,3.33,3.74,90,4355.0,4433,0
2771,37,POPLATEK MESICNE,1596,308,7170.153896103896,7908.740306709721,38636.04675324675,400.0,27132.0,70.48684210526316,0,0,2.0,8767.0,114006,71,26,6,2,9,62.3,9065,4.46,5.39,123,4147.0,4166,0
3891,1,POPLATEK MESICNE,1596,311,5933.180385852091,7118.285229017331,42800.17427652733,600.0,54745.4,71.1734022556391,0,0,1.0,3172.0,1204953,0,0,0,1,1,100.0,12541,0.29,0.43,167,85677.0,99107,0
9236,11,POPLATEK MESICNE,1596,454,3696.139207048458,4750.998584427494,45681.33502202643,800.0,101379.4,103.89943609022556,1,0,3.0,11733.0,75637,35,36,9,0,7,36.5,9622,0.45,0.59,154,3475.0,3529,0
274,76,POPLATEK MESICNE,1594,302,7597.928145695364,8250.28679600784,37127.26920529801,300.0,41743.2,69.2004391468005,0,0,1.0,9886.0,127369,31,32,13,2,7,51.2,8369,4.73,5.88,107,3736.0,2807,0
552,14,POPLATEK MESICNE,1594,273,1930.1586080586083,1937.3256995054373,21847.289010989014,900.0,18419.4,62.555363864491845,0,0,1.0,2097.0,177686,69,27,10,1,9,74.8,10045,1.42,1.71,135,6604.0,6295,0
2417,44,POPLATEK MESICNE,1594,303,1871.4597359735976,2122.741165940572,19135.35577557756,800.0,29713.3,69.42957967377666,0,0,2.0,3162.0,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,0
3868,43,POPLATEK MESICNE,1593,247,2202.536032388664,2297.267109465718,20973.002429149798,200.0,21920.6,56.63323917137476,0,0,1.0,3259.0,161854,73,21,6,1,6,76.3,9425,1.72,2.5,125,4085.0,3891,0
9869,12,POPLATEK MESICNE,1593,374,6605.668181818181,7979.282053382365,52325.93877005348,900.0,74852.3,85.75235404896422,1,1,3.0,13911.0,107870,84,29,6,1,6,58.0,8754,3.83,4.31,137,3804.0,3868,0
1875,44,POPLATEK MESICNE,1593,244,1951.066393442623,1877.5149112792237,17063.649590163935,1000.0,15662.8,55.94538606403013,0,0,1.0,3094.0,105606,77,26,7,2,7,53.0,8254,2.79,3.76,97,2166.0,2325,0
8212,52,POPLATEK PO OBRATU,1593,385,13328.225194805194,14880.60645175786,77197.42545454546,-510.9,105184.5,88.27448210922788,0,1,1.0,1280.0,139012,59,41,8,3,10,61.9,8363,2.52,3.49,108,2564.0,2799,0
3477,71,POPLATEK MESICNE,1592,244,1320.6610655737704,1331.9433239405523,15751.491393442622,700.0,17907.5,55.98052763819096,0,0,1.0,2132.0,161227,5,35,11,4,10,69.7,8678,5.93,5.57,102,4980.0,4595,0
